ReviewID,Category,Review,Rating,Sentiment
586,Home,Bad experience and slow delivery.,1,Negative
587,Beauty,The product stopped working quickly.,1,Negative
588,Electronics,The product exceeded my expectations.,5,Positive
589,Electronics,The product is average.,3,Neutral
590,Home,Average performance overall.,3,Neutral
591,Fashion,Amazing product and worth the money.,4,Positive
592,Electronics,The quality is acceptable.,3,Neutral
593,Electronics,Not satisfied with this purchase.,2,Negative
594,Electronics,The quality is acceptable.,3,Neutral
595,Books,Highly recommended for everyone.,5,Positive
596,Fashion,Highly recommended for everyone.,5,Positive
597,Electronics,Bad experience and slow delivery.,2,Negative
598,Electronics,The product stopped working quickly.,1,Negative
599,Beauty,The product exceeded my expectations.,4,Positive
600,Books,The product is average.,3,Neutral
601,Home,Fast delivery and excellent packaging.,4,Positive
602,Fashion,Not satisfied with this purchase.,2,Negative
603,Books,The quality is acceptable.,3,Neutral
604,Books,The quality is acceptable.,3,Neutral
605,Fashion,The product exceeded my expectations.,4,Positive
606,Beauty,Highly recommended for everyone.,5,Positive
607,Electronics,Amazing product and worth the money.,4,Positive
608,Beauty,The quality is acceptable.,3,Neutral
609,Home,Fast delivery and excellent packaging.,4,Positive
610,Home,Amazing product and worth the money.,5,Positive
611,Electronics,The experience was neither good nor bad.,3,Neutral
612,Beauty,The product exceeded my expectations.,5,Positive
613,Home,Very disappointed with the product.,1,Negative
614,Books,Highly recommended for everyone.,4,Positive
615,Home,The product exceeded my expectations.,4,Positive
616,Home,Bad experience and slow delivery.,2,Negative
617,Beauty,Excellent product and great quality.,4,Positive
618,Beauty,It works as expected.,3,Neutral
619,Home,Highly recommended for everyone.,5,Positive
620,Books,Amazing product and worth the money.,4,Positive
621,Books,Excellent product and great quality.,4,Positive
622,Books,Excellent product and great quality.,5,Positive
623,Books,The item arrived damaged.,2,Negative
624,Beauty,Fast delivery and excellent packaging.,4,Positive
625,Home,Amazing product and worth the money.,5,Positive
626,Beauty,The product is average.,3,Neutral
627,Books,Fast delivery and excellent packaging.,4,Positive
628,Electronics,Amazing product and worth the money.,5,Positive
629,Electronics,Delivery was on time.,3,Neutral
630,Fashion,Amazing product and worth the money.,4,Positive
631,Electronics,Highly recommended for everyone.,4,Positive
632,Books,Highly recommended for everyone.,4,Positive
633,Electronics,Very satisfied with this purchase.,5,Positive
634,Books,Amazing product and worth the money.,4,Positive
635,Beauty,The experience was neither good nor bad.,3,Neutral
636,Beauty,Bad experience and slow delivery.,1,Negative
637,Books,Very satisfied with this purchase.,5,Positive
638,Fashion,Very satisfied with this purchase.,5,Positive
639,Electronics,Fast delivery and excellent packaging.,5,Positive
640,Books,The experience was neither good nor bad.,3,Neutral
641,Fashion,The item arrived damaged.,1,Negative
642,Home,Excellent product and great quality.,4,Positive
643,Fashion,Highly recommended for everyone.,5,Positive
644,Books,Very satisfied with this purchase.,4,Positive
645,Beauty,Amazing product and worth the money.,5,Positive
646,Fashion,Not satisfied with this purchase.,2,Negative
647,Books,Bad experience and slow delivery.,2,Negative
648,Home,Very satisfied with this purchase.,4,Positive
649,Beauty,Bad experience and slow delivery.,1,Negative
650,Beauty,The product is average.,3,Neutral
651,Electronics,Excellent product and great quality.,4,Positive
652,Electronics,The product exceeded my expectations.,4,Positive
653,Beauty,Very disappointed with the product.,1,Negative
654,Books,Excellent product and great quality.,5,Positive
655,Electronics,Highly recommended for everyone.,5,Positive
656,Beauty,The product exceeded my expectations.,5,Positive
657,Beauty,The product is average.,3,Neutral
658,Books,The experience was neither good nor bad.,3,Neutral
659,Electronics,It works as expected.,3,Neutral
660,Home,Average performance overall.,3,Neutral
661,Fashion,Highly recommended for everyone.,5,Positive
662,Fashion,Fast delivery and excellent packaging.,4,Positive
663,Beauty,The quality is acceptable.,3,Neutral
664,Fashion,The product exceeded my expectations.,4,Positive
665,Electronics,Very disappointed with the product.,1,Negative
666,Electronics,Fast delivery and excellent packaging.,5,Positive
667,Electronics,Not satisfied with this purchase.,1,Negative
668,Beauty,Fast delivery and excellent packaging.,5,Positive
669,Beauty,The product is average.,3,Neutral
670,Home,It works as expected.,3,Neutral
671,Beauty,The experience was neither good nor bad.,3,Neutral
672,Fashion,Excellent product and great quality.,4,Positive
673,Electronics,Average performance overall.,3,Neutral
674,Home,Very satisfied with this purchase.,4,Positive
675,Electronics,The product exceeded my expectations.,5,Positive
676,Beauty,Highly recommended for everyone.,4,Positive
677,Beauty,The quality is acceptable.,3,Neutral
678,Electronics,The product exceeded my expectations.,4,Positive
679,Electronics,Very satisfied with this purchase.,4,Positive
680,Beauty,Excellent product and great quality.,5,Positive
681,Fashion,The product stopped working quickly.,2,Negative
682,Books,Very satisfied with this purchase.,5,Positive
683,Books,Highly recommended for everyone.,5,Positive
684,Electronics,Highly recommended for everyone.,5,Positive
685,Electronics,The item arrived damaged.,1,Negative
686,Home,Amazing product and worth the money.,5,Positive
687,Electronics,The item arrived damaged.,2,Negative
688,Fashion,Very satisfied with this purchase.,5,Positive
689,Electronics,Very disappointed with the product.,1,Negative
690,Electronics,Fast delivery and excellent packaging.,5,Positive
691,Beauty,Very satisfied with this purchase.,4,Positive
692,Electronics,Very satisfied with this purchase.,5,Positive
693,Beauty,Fast delivery and excellent packaging.,4,Positive
694,Beauty,It works as expected.,3,Neutral
695,Home,The product exceeded my expectations.,5,Positive
696,Books,Very satisfied with this purchase.,5,Positive
697,Fashion,Amazing product and worth the money.,5,Positive
698,Fashion,Fast delivery and excellent packaging.,4,Positive
699,Beauty,Amazing product and worth the money.,5,Positive
700,Home,Bad experience and slow delivery.,1,Negative
701,Beauty,Fast delivery and excellent packaging.,5,Positive
702,Fashion,Very satisfied with this purchase.,5,Positive
703,Fashion,The product exceeded my expectations.,4,Positive
704,Books,The product exceeded my expectations.,4,Positive
705,Fashion,Fast delivery and excellent packaging.,5,Positive
706,Beauty,Not satisfied with this purchase.,2,Negative
707,Fashion,The item arrived damaged.,2,Negative
708,Fashion,The quality is acceptable.,3,Neutral
709,Beauty,Highly recommended for everyone.,4,Positive
710,Beauty,It works as expected.,3,Neutral
711,Home,The product exceeded my expectations.,5,Positive
712,Books,Very satisfied with this purchase.,4,Positive
713,Home,Poor quality and not worth the money.,2,Negative
714,Books,Amazing product and worth the money.,5,Positive
715,Beauty,Highly recommended for everyone.,5,Positive
716,Beauty,Highly recommended for everyone.,5,Positive
717,Electronics,Very satisfied with this purchase.,4,Positive
718,Home,Not satisfied with this purchase.,2,Negative
719,Fashion,Very disappointed with the product.,2,Negative
720,Electronics,The quality is acceptable.,3,Neutral
721,Beauty,Very satisfied with this purchase.,4,Positive
722,Books,The product stopped working quickly.,1,Negative
723,Fashion,Fast delivery and excellent packaging.,4,Positive
724,Electronics,The quality is acceptable.,3,Neutral
725,Home,Excellent product and great quality.,4,Positive
726,Home,Very satisfied with this purchase.,5,Positive
727,Electronics,Very satisfied with this purchase.,5,Positive
728,Fashion,The product exceeded my expectations.,5,Positive
729,Electronics,Excellent product and great quality.,4,Positive
730,Electronics,The experience was neither good nor bad.,3,Neutral
731,Beauty,Poor quality and not worth the money.,1,Negative
732,Beauty,Amazing product and worth the money.,5,Positive
733,Books,Fast delivery and excellent packaging.,4,Positive
734,Books,Poor quality and not worth the money.,2,Negative
735,Books,Highly recommended for everyone.,4,Positive
736,Home,Fast delivery and excellent packaging.,4,Positive
737,Beauty,The product exceeded my expectations.,4,Positive
738,Fashion,Highly recommended for everyone.,4,Positive
739,Fashion,Fast delivery and excellent packaging.,4,Positive
740,Beauty,Bad experience and slow delivery.,2,Negative
741,Fashion,Fast delivery and excellent packaging.,4,Positive
742,Fashion,Fast delivery and excellent packaging.,4,Positive
743,Electronics,Average performance overall.,3,Neutral
744,Home,The item arrived damaged.,1,Negative
745,Home,Amazing product and worth the money.,5,Positive
746,Beauty,Fast delivery and excellent packaging.,4,Positive
747,Beauty,Amazing product and worth the money.,5,Positive
748,Beauty,Not satisfied with this purchase.,1,Negative
749,Home,Very satisfied with this purchase.,4,Positive
750,Fashion,Fast delivery and excellent packaging.,4,Positive
751,Home,The quality is acceptable.,3,Neutral
752,Books,Fast delivery and excellent packaging.,5,Positive
753,Books,Bad experience and slow delivery.,2,Negative
754,Home,Highly recommended for everyone.,4,Positive
755,Beauty,Very satisfied with this purchase.,4,Positive
756,Beauty,Fast delivery and excellent packaging.,5,Positive
757,Fashion,Highly recommended for everyone.,4,Positive
758,Books,The item arrived damaged.,1,Negative
759,Home,Fast delivery and excellent packaging.,4,Positive
760,Fashion,Excellent product and great quality.,5,Positive
761,Electronics,Excellent product and great quality.,5,Positive
762,Beauty,Poor quality and not worth the money.,1,Negative
763,Home,Not satisfied with this purchase.,2,Negative
764,Electronics,Poor quality and not worth the money.,1,Negative
765,Beauty,Highly recommended for everyone.,5,Positive
766,Fashion,Very satisfied with this purchase.,5,Positive
767,Home,Highly recommended for everyone.,4,Positive
768,Electronics,The quality is acceptable.,3,Neutral
769,Home,The experience was neither good nor bad.,3,Neutral
770,Home,Poor quality and not worth the money.,1,Negative
771,Books,Poor quality and not worth the money.,2,Negative
772,Books,The product exceeded my expectations.,5,Positive
773,Books,Excellent product and great quality.,4,Positive
774,Books,Very satisfied with this purchase.,5,Positive
775,Beauty,Delivery was on time.,3,Neutral
776,Books,The product exceeded my expectations.,4,Positive
777,Electronics,Not satisfied with this purchase.,2,Negative
778,Books,Bad experience and slow delivery.,1,Negative
779,Fashion,The quality is acceptable.,3,Neutral
780,Beauty,Very satisfied with this purchase.,5,Positive
781,Fashion,Highly recommended for everyone.,5,Positive
782,Electronics,The product is average.,3,Neutral
783,Electronics,Fast delivery and excellent packaging.,4,Positive
784,Books,It works as expected.,3,Neutral
785,Home,Fast delivery and excellent packaging.,4,Positive
786,Home,Delivery was on time.,3,Neutral
787,Electronics,Delivery was on time.,3,Neutral
788,Fashion,The item arrived damaged.,1,Negative
789,Electronics,Not satisfied with this purchase.,1,Negative
790,Books,Very satisfied with this purchase.,4,Positive
791,Electronics,Not satisfied with this purchase.,1,Negative
792,Beauty,Excellent product and great quality.,4,Positive
793,Electronics,The product exceeded my expectations.,5,Positive
794,Books,Very satisfied with this purchase.,4,Positive
795,Home,Bad experience and slow delivery.,1,Negative
796,Electronics,The product exceeded my expectations.,4,Positive
797,Books,Very satisfied with this purchase.,4,Positive
798,Electronics,Poor quality and not worth the money.,1,Negative
799,Books,Excellent product and great quality.,4,Positive
800,Books,Amazing product and worth the money.,4,Positive
801,Electronics,Bad experience and slow delivery.,1,Negative
802,Electronics,It works as expected.,3,Neutral
803,Books,Fast delivery and excellent packaging.,5,Positive
804,Fashion,Amazing product and worth the money.,4,Positive
805,Electronics,Poor quality and not worth the money.,2,Negative
806,Fashion,The experience was neither good nor bad.,3,Neutral
807,Books,Highly recommended for everyone.,4,Positive
808,Books,Excellent product and great quality.,4,Positive
809,Beauty,Amazing product and worth the money.,5,Positive
810,Fashion,Excellent product and great quality.,5,Positive
811,Fashion,Highly recommended for everyone.,5,Positive
812,Electronics,Amazing product and worth the money.,5,Positive
813,Fashion,Excellent product and great quality.,4,Positive
814,Beauty,Excellent product and great quality.,5,Positive
815,Books,The product exceeded my expectations.,5,Positive
816,Fashion,Very disappointed with the product.,1,Negative
817,Home,Excellent product and great quality.,4,Positive
818,Fashion,Fast delivery and excellent packaging.,4,Positive
819,Electronics,Not satisfied with this purchase.,1,Negative
820,Books,Fast delivery and excellent packaging.,4,Positive
821,Home,Very disappointed with the product.,2,Negative
822,Electronics,The product exceeded my expectations.,4,Positive
823,Home,Very satisfied with this purchase.,5,Positive
824,Electronics,The product exceeded my expectations.,5,Positive
825,Books,Very disappointed with the product.,2,Negative
826,Beauty,Excellent product and great quality.,5,Positive
827,Beauty,Bad experience and slow delivery.,2,Negative
828,Fashion,Fast delivery and excellent packaging.,4,Positive
829,Home,Excellent product and great quality.,4,Positive
830,Electronics,Very disappointed with the product.,1,Negative
831,Books,Fast delivery and excellent packaging.,5,Positive
832,Electronics,It works as expected.,3,Neutral
833,Home,The product exceeded my expectations.,5,Positive
834,Fashion,Fast delivery and excellent packaging.,5,Positive
835,Fashion,Average performance overall.,3,Neutral
836,Home,The product exceeded my expectations.,4,Positive
837,Books,Highly recommended for everyone.,4,Positive
838,Fashion,Fast delivery and excellent packaging.,5,Positive
839,Electronics,Highly recommended for everyone.,5,Positive
840,Beauty,Very satisfied with this purchase.,5,Positive
841,Home,Very satisfied with this purchase.,5,Positive
842,Home,The product stopped working quickly.,1,Negative
843,Home,Fast delivery and excellent packaging.,4,Positive
844,Fashion,The product exceeded my expectations.,4,Positive
845,Fashion,The product exceeded my expectations.,5,Positive
846,Books,Highly recommended for everyone.,4,Positive
847,Fashion,Excellent product and great quality.,4,Positive
848,Fashion,Amazing product and worth the money.,5,Positive
849,Beauty,The product exceeded my expectations.,4,Positive
850,Electronics,Amazing product and worth the money.,5,Positive
851,Home,Excellent product and great quality.,5,Positive
852,Books,Very satisfied with this purchase.,5,Positive
853,Fashion,Not satisfied with this purchase.,2,Negative
854,Home,Amazing product and worth the money.,4,Positive
855,Home,Highly recommended for everyone.,4,Positive
856,Fashion,Fast delivery and excellent packaging.,5,Positive
857,Home,Highly recommended for everyone.,5,Positive
858,Electronics,Fast delivery and excellent packaging.,5,Positive
859,Beauty,The product exceeded my expectations.,5,Positive
860,Electronics,Very satisfied with this purchase.,4,Positive
861,Beauty,The item arrived damaged.,2,Negative
862,Home,Very satisfied with this purchase.,5,Positive
863,Beauty,Fast delivery and excellent packaging.,5,Positive
864,Books,Poor quality and not worth the money.,1,Negative
865,Electronics,Amazing product and worth the money.,4,Positive
866,Home,Amazing product and worth the money.,4,Positive
867,Electronics,Delivery was on time.,3,Neutral
868,Electronics,Very satisfied with this purchase.,4,Positive
869,Books,It works as expected.,3,Neutral
870,Fashion,The product is average.,3,Neutral
871,Home,Fast delivery and excellent packaging.,4,Positive
872,Books,The quality is acceptable.,3,Neutral
873,Home,Fast delivery and excellent packaging.,5,Positive
874,Fashion,Amazing product and worth the money.,5,Positive
875,Beauty,Amazing product and worth the money.,4,Positive
876,Books,Poor quality and not worth the money.,2,Negative
877,Electronics,Highly recommended for everyone.,5,Positive
878,Books,Fast delivery and excellent packaging.,4,Positive
879,Beauty,Highly recommended for everyone.,4,Positive
880,Books,Bad experience and slow delivery.,2,Negative
881,Beauty,Fast delivery and excellent packaging.,5,Positive
882,Home,Fast delivery and excellent packaging.,5,Positive
883,Electronics,Highly recommended for everyone.,4,Positive
884,Electronics,Delivery was on time.,3,Neutral
885,Beauty,The quality is acceptable.,3,Neutral
886,Home,Highly recommended for everyone.,4,Positive
887,Fashion,The product exceeded my expectations.,4,Positive
888,Home,The product exceeded my expectations.,4,Positive
889,Home,Fast delivery and excellent packaging.,5,Positive
890,Fashion,Highly recommended for everyone.,5,Positive
891,Fashion,The product is average.,3,Neutral
892,Home,Average performance overall.,3,Neutral
893,Beauty,Amazing product and worth the money.,5,Positive
894,Electronics,Fast delivery and excellent packaging.,4,Positive
895,Electronics,Highly recommended for everyone.,4,Positive
896,Beauty,Excellent product and great quality.,5,Positive
897,Home,Amazing product and worth the money.,5,Positive
898,Electronics,Delivery was on time.,3,Neutral
899,Electronics,Highly recommended for everyone.,4,Positive
900,Electronics,Delivery was on time.,3,Neutral
901,Beauty,The product exceeded my expectations.,5,Positive
902,Home,Very satisfied with this purchase.,5,Positive
903,Books,The experience was neither good nor bad.,3,Neutral
904,Home,Bad experience and slow delivery.,2,Negative
905,Home,The product stopped working quickly.,2,Negative
906,Fashion,Poor quality and not worth the money.,2,Negative
907,Home,The item arrived damaged.,1,Negative
908,Beauty,Not satisfied with this purchase.,2,Negative
909,Beauty,Highly recommended for everyone.,5,Positive
910,Books,Highly recommended for everyone.,4,Positive
911,Home,The product exceeded my expectations.,4,Positive
912,Electronics,Very satisfied with this purchase.,4,Positive
913,Fashion,The experience was neither good nor bad.,3,Neutral
914,Home,Very satisfied with this purchase.,4,Positive
915,Electronics,The item arrived damaged.,2,Negative
916,Books,Very disappointed with the product.,2,Negative
917,Books,Poor quality and not worth the money.,2,Negative
918,Beauty,Delivery was on time.,3,Neutral
919,Home,Fast delivery and excellent packaging.,4,Positive
920,Electronics,Excellent product and great quality.,5,Positive
921,Fashion,Excellent product and great quality.,4,Positive
922,Electronics,Fast delivery and excellent packaging.,4,Positive
923,Beauty,Excellent product and great quality.,5,Positive
924,Electronics,The quality is acceptable.,3,Neutral
925,Beauty,The product exceeded my expectations.,4,Positive
926,Electronics,It works as expected.,3,Neutral
927,Books,Amazing product and worth the money.,4,Positive
928,Fashion,Not satisfied with this purchase.,2,Negative
929,Books,Excellent product and great quality.,4,Positive
930,Electronics,Fast delivery and excellent packaging.,4,Positive
931,Fashion,Fast delivery and excellent packaging.,4,Positive
932,Beauty,The experience was neither good nor bad.,3,Neutral
933,Home,Excellent product and great quality.,4,Positive
934,Books,Very satisfied with this purchase.,4,Positive
935,Books,Delivery was on time.,3,Neutral
936,Electronics,The product exceeded my expectations.,5,Positive
937,Fashion,Bad experience and slow delivery.,1,Negative
938,Home,Delivery was on time.,3,Neutral
939,Books,Very satisfied with this purchase.,5,Positive
940,Home,Very satisfied with this purchase.,4,Positive
941,Electronics,Not satisfied with this purchase.,1,Negative
942,Beauty,The product stopped working quickly.,2,Negative
943,Beauty,Excellent product and great quality.,5,Positive
944,Beauty,Highly recommended for everyone.,5,Positive
945,Fashion,The quality is acceptable.,3,Neutral
946,Beauty,The product exceeded my expectations.,4,Positive
947,Electronics,Highly recommended for everyone.,4,Positive
948,Home,The quality is acceptable.,3,Neutral
949,Home,It works as expected.,3,Neutral
950,Electronics,It works as expected.,3,Neutral
951,Home,The product exceeded my expectations.,5,Positive
952,Home,The experience was neither good nor bad.,3,Neutral
953,Fashion,Delivery was on time.,3,Neutral
954,Electronics,The product is average.,3,Neutral
955,Fashion,Fast delivery and excellent packaging.,5,Positive
956,Electronics,Excellent product and great quality.,5,Positive
957,Electronics,Amazing product and worth the money.,4,Positive
958,Beauty,Excellent product and great quality.,5,Positive
959,Fashion,The quality is acceptable.,3,Neutral
960,Electronics,Fast delivery and excellent packaging.,5,Positive
961,Beauty,Fast delivery and excellent packaging.,4,Positive
962,Electronics,Not satisfied with this purchase.,2,Negative
963,Electronics,Very satisfied with this purchase.,4,Positive
964,Electronics,The item arrived damaged.,2,Negative
965,Fashion,Very satisfied with this purchase.,5,Positive
966,Electronics,The experience was neither good nor bad.,3,Neutral
967,Home,It works as expected.,3,Neutral
968,Fashion,The product exceeded my expectations.,5,Positive
969,Home,Fast delivery and excellent packaging.,4,Positive
970,Beauty,Fast delivery and excellent packaging.,5,Positive
971,Beauty,The product is average.,3,Neutral
972,Beauty,Very disappointed with the product.,2,Negative
973,Home,Highly recommended for everyone.,4,Positive
974,Home,Amazing product and worth the money.,4,Positive
975,Home,Excellent product and great quality.,5,Positive
976,Electronics,Fast delivery and excellent packaging.,5,Positive
977,Books,Poor quality and not worth the money.,2,Negative
978,Beauty,Amazing product and worth the money.,5,Positive
979,Fashion,Very satisfied with this purchase.,4,Positive
980,Fashion,Not satisfied with this purchase.,1,Negative
981,Beauty,Excellent product and great quality.,4,Positive
982,Home,Poor quality and not worth the money.,1,Negative
983,Beauty,The item arrived damaged.,2,Negative
984,Books,The product exceeded my expectations.,4,Positive
985,Home,The experience was neither good nor bad.,3,Neutral
986,Fashion,Very disappointed with the product.,1,Negative
987,Books,The item arrived damaged.,2,Negative
988,Books,Delivery was on time.,3,Neutral
989,Beauty,Fast delivery and excellent packaging.,5,Positive
990,Beauty,The quality is acceptable.,3,Neutral
991,Beauty,Highly recommended for everyone.,5,Positive
992,Fashion,The product stopped working quickly.,2,Negative
993,Fashion,Bad experience and slow delivery.,1,Negative
994,Fashion,The experience was neither good nor bad.,3,Neutral
995,Fashion,Delivery was on time.,3,Neutral
996,Electronics,Highly recommended for everyone.,4,Positive
997,Books,Average performance overall.,3,Neutral
998,Electronics,Not satisfied with this purchase.,1,Negative
999,Books,The item arrived damaged.,2,Negative
1000,Beauty,The product exceeded my expectations.,4,Positive
1001,Fashion,The product stopped working quickly.,1,Negative
1002,Fashion,Poor quality and not worth the money.,2,Negative
1003,Fashion,Amazing product and worth the money.,4,Positive
1004,Beauty,Amazing product and worth the money.,5,Positive
1005,Electronics,Poor quality and not worth the money.,2,Negative
1006,Books,Amazing product and worth the money.,5,Positive
1007,Fashion,The item arrived damaged.,2,Negative
1008,Books,Fast delivery and excellent packaging.,4,Positive
1009,Books,The product exceeded my expectations.,4,Positive
1010,Electronics,Average performance overall.,3,Neutral
1011,Beauty,The quality is acceptable.,3,Neutral
1012,Home,Excellent product and great quality.,4,Positive
1013,Books,Delivery was on time.,3,Neutral
1014,Home,The quality is acceptable.,3,Neutral
1015,Electronics,The product exceeded my expectations.,4,Positive
1016,Fashion,The product exceeded my expectations.,4,Positive
1017,Fashion,Very disappointed with the product.,2,Negative
1018,Books,Amazing product and worth the money.,4,Positive
1019,Beauty,Very disappointed with the product.,1,Negative
1020,Books,Fast delivery and excellent packaging.,5,Positive
1021,Electronics,The quality is acceptable.,3,Neutral
1022,Electronics,Amazing product and worth the money.,5,Positive
1023,Home,Average performance overall.,3,Neutral
1024,Home,Excellent product and great quality.,4,Positive
1025,Home,The item arrived damaged.,2,Negative
1026,Home,Highly recommended for everyone.,5,Positive
1027,Fashion,Excellent product and great quality.,5,Positive
1028,Books,Highly recommended for everyone.,5,Positive
1029,Fashion,It works as expected.,3,Neutral
1030,Fashion,The quality is acceptable.,3,Neutral
1031,Electronics,Poor quality and not worth the money.,2,Negative
1032,Home,The product exceeded my expectations.,4,Positive
1033,Electronics,The product stopped working quickly.,1,Negative
1034,Books,The product exceeded my expectations.,4,Positive
1035,Beauty,Delivery was on time.,3,Neutral
1036,Electronics,The product stopped working quickly.,1,Negative
1037,Electronics,Very disappointed with the product.,1,Negative
1038,Beauty,Fast delivery and excellent packaging.,4,Positive
1039,Home,The product exceeded my expectations.,4,Positive
1040,Fashion,Not satisfied with this purchase.,1,Negative
1041,Beauty,Excellent product and great quality.,5,Positive
1042,Electronics,Poor quality and not worth the money.,2,Negative
1043,Fashion,Highly recommended for everyone.,4,Positive
1044,Home,Excellent product and great quality.,5,Positive
1045,Fashion,The item arrived damaged.,1,Negative
1046,Electronics,The item arrived damaged.,1,Negative
1047,Fashion,Amazing product and worth the money.,5,Positive
1048,Electronics,Excellent product and great quality.,4,Positive
1049,Books,The experience was neither good nor bad.,3,Neutral
1050,Electronics,Excellent product and great quality.,4,Positive
1051,Home,The experience was neither good nor bad.,3,Neutral
1052,Books,Very satisfied with this purchase.,5,Positive
1053,Fashion,Amazing product and worth the money.,4,Positive
1054,Books,The product exceeded my expectations.,5,Positive
1055,Electronics,Very disappointed with the product.,1,Negative
1056,Home,The experience was neither good nor bad.,3,Neutral
1057,Electronics,Fast delivery and excellent packaging.,5,Positive
1058,Electronics,Very satisfied with this purchase.,4,Positive
1059,Books,Fast delivery and excellent packaging.,5,Positive
1060,Home,Bad experience and slow delivery.,2,Negative
1061,Home,The product exceeded my expectations.,4,Positive
1062,Beauty,Highly recommended for everyone.,5,Positive
1063,Fashion,Poor quality and not worth the money.,2,Negative
1064,Books,Not satisfied with this purchase.,1,Negative
1065,Books,The product is average.,3,Neutral
1066,Fashion,Excellent product and great quality.,5,Positive
1067,Fashion,The product exceeded my expectations.,4,Positive
1068,Books,The product exceeded my expectations.,4,Positive
1069,Fashion,Poor quality and not worth the money.,2,Negative
1070,Home,Not satisfied with this purchase.,2,Negative
1071,Beauty,Average performance overall.,3,Neutral
1072,Beauty,The product exceeded my expectations.,4,Positive
1073,Home,The quality is acceptable.,3,Neutral
1074,Home,Fast delivery and excellent packaging.,5,Positive
1075,Beauty,Very satisfied with this purchase.,4,Positive
1076,Books,The product exceeded my expectations.,5,Positive
1077,Books,The product is average.,3,Neutral
1078,Electronics,Highly recommended for everyone.,5,Positive
1079,Fashion,The quality is acceptable.,3,Neutral
1080,Electronics,Fast delivery and excellent packaging.,4,Positive
1081,Electronics,Excellent product and great quality.,4,Positive
1082,Beauty,The product stopped working quickly.,2,Negative
1083,Fashion,The product exceeded my expectations.,5,Positive
1084,Books,Excellent product and great quality.,4,Positive
1085,Fashion,Highly recommended for everyone.,5,Positive
1086,Home,Very disappointed with the product.,1,Negative
1087,Beauty,Very satisfied with this purchase.,5,Positive
1088,Electronics,The product exceeded my expectations.,4,Positive
1089,Home,The quality is acceptable.,3,Neutral
1090,Books,The experience was neither good nor bad.,3,Neutral
1091,Home,Highly recommended for everyone.,4,Positive
1092,Books,Fast delivery and excellent packaging.,4,Positive
1093,Fashion,It works as expected.,3,Neutral
1094,Beauty,Fast delivery and excellent packaging.,4,Positive
1095,Beauty,Fast delivery and excellent packaging.,5,Positive
1096,Books,It works as expected.,3,Neutral
1097,Beauty,The product exceeded my expectations.,4,Positive
1098,Books,Average performance overall.,3,Neutral
1099,Beauty,It works as expected.,3,Neutral
1100,Books,Amazing product and worth the money.,4,Positive
1101,Beauty,The product stopped working quickly.,2,Negative
1102,Beauty,The quality is acceptable.,3,Neutral
1103,Fashion,It works as expected.,3,Neutral
1104,Books,Very satisfied with this purchase.,5,Positive
1105,Books,It works as expected.,3,Neutral
1106,Beauty,Not satisfied with this purchase.,2,Negative
1107,Beauty,The experience was neither good nor bad.,3,Neutral
1108,Beauty,Poor quality and not worth the money.,1,Negative
1109,Home,Not satisfied with this purchase.,2,Negative
1110,Home,The experience was neither good nor bad.,3,Neutral
1111,Electronics,The product exceeded my expectations.,5,Positive
1112,Beauty,The product stopped working quickly.,2,Negative
1113,Beauty,The product exceeded my expectations.,5,Positive
1114,Beauty,Fast delivery and excellent packaging.,4,Positive
1115,Electronics,Fast delivery and excellent packaging.,4,Positive
1116,Home,Poor quality and not worth the money.,2,Negative
1117,Fashion,The experience was neither good nor bad.,3,Neutral
1118,Home,Excellent product and great quality.,5,Positive
1119,Books,Very disappointed with the product.,2,Negative
1120,Beauty,The product exceeded my expectations.,4,Positive
1121,Electronics,Highly recommended for everyone.,5,Positive
1122,Books,The quality is acceptable.,3,Neutral
1123,Fashion,The experience was neither good nor bad.,3,Neutral
1124,Electronics,The product is average.,3,Neutral
1125,Home,Poor quality and not worth the money.,2,Negative
1126,Fashion,The experience was neither good nor bad.,3,Neutral
1127,Home,The product stopped working quickly.,1,Negative
1128,Home,Amazing product and worth the money.,4,Positive
1129,Beauty,The experience was neither good nor bad.,3,Neutral
1130,Fashion,Excellent product and great quality.,5,Positive
1131,Beauty,Amazing product and worth the money.,4,Positive
1132,Fashion,The product is average.,3,Neutral
1133,Home,Amazing product and worth the money.,4,Positive
1134,Electronics,Average performance overall.,3,Neutral
1135,Books,Not satisfied with this purchase.,2,Negative
1136,Electronics,The product stopped working quickly.,2,Negative
1137,Home,The item arrived damaged.,1,Negative
1138,Books,Highly recommended for everyone.,4,Positive
1139,Fashion,Fast delivery and excellent packaging.,4,Positive
1140,Fashion,Amazing product and worth the money.,5,Positive
1141,Beauty,Amazing product and worth the money.,5,Positive
1142,Electronics,The experience was neither good nor bad.,3,Neutral
1143,Home,Very satisfied with this purchase.,5,Positive
1144,Beauty,Average performance overall.,3,Neutral
1145,Books,Excellent product and great quality.,5,Positive
1146,Books,The product is average.,3,Neutral
1147,Electronics,The product exceeded my expectations.,5,Positive
1148,Beauty,Delivery was on time.,3,Neutral
1149,Books,The quality is acceptable.,3,Neutral
1150,Fashion,The product exceeded my expectations.,4,Positive
1151,Beauty,Excellent product and great quality.,4,Positive
1152,Home,The product exceeded my expectations.,4,Positive
1153,Electronics,Poor quality and not worth the money.,2,Negative
1154,Electronics,The product exceeded my expectations.,5,Positive
1155,Books,Poor quality and not worth the money.,1,Negative
